comentario,polaridade
Eu tenho Nubank a quase 3 meses e meu limite já é 1.460 reais ???????? estou muito feliz ??????,positivo
Parem de tratar seus clientes como crianças. Não se apertar ou contrair dívidas deve partir de cada um. Mas se vocês querem manter essa mentalidade paternalista. têm o direito. Só estão dando mais clientes para a concorrência.,negativo
Isso sim é uma empresa seria e comprometida com o que faz!! Pensar na gente. porque de fato quanto mais limite temos. mais gastamos. Me sinto bem fazendo parte dessa família @nubank,positivo
Considerando a ótima cliente que sou ?? e vendo meus pedidos de aumento de limite sendo negados ???????. não me resta outra alternativa a não ser desconfiar desses algoritmos ??! Se não fosse isso seria o melhor cartão ?? @nubank,negativo
Eu já desisti.... Gastei bastante em uma viagem p ver se aumentava. comprada no crédito e pagava antecipado. Limite 2000 gastei mais de 5000. Aumentou só minha tristeza kkkkk??,negativo
Infelizmente o limite é baixo mesmo. sou funcionário de banco e cancelei o cartão da minha empresa para ficar apenas com o nubank. Espero que o limite aumente.,neutro
Kkkkk,neutro
Eles nunca aumenta nada e uma chatice,negativo
Oii. @nubank  estou a um tempo esperando meu cartão de crédito NuBank. porém não me libera. já tenho até uma grana guardada e tudo ??,neutro
Tomará q um dia o meu aumente ????,neutro
Eu só queria ter o cartão kkkkkkkk?????,neutro
Eu queria pelo menos ter um limite mas ainda nem liberaram pra mim. ??chateada,negativo
@maykonfenix20,neutro
@nubank  queria apenas pra começar um cartao,neutro
Estou muito satisfeito com meu limite. queria aumentar mais acho que  ainda não é hora ????,positivo
#Adorooooo Meu Roxinho moro em outro país pago as taxas com satisfação...??????,positivo
Eu to super satisfeita com o meu cartão e com limite é bem alto.??,positivo
Param de aumentar o meu.por favor??,neutro
O meu limite aumentou depois de 3 anos. pela fé! Mas. obrigado @nubank,neutro
Já fiz todas essa dicas e nada. se olhassem com atenção o que já gastei de crédito e débito. já teriam aumentado na primeira solicitação :(,negativo
@fjrluu_,neutro
O mais chato é que aumentaram o limite da minha namorada que tem um score mais baixo que o meu e quase não explora o limte atual. e o meu até agora nada que nunca atrasei parcelas e sempre tenho que realizar adiantamentos porque meu limete não cobre meus gastos,negativo
Pq uma calça pra uma jovem de 16 anos é mais de 300 reais,neutro
Na minha visão. esse é o ponto negativo do Nubank!,negativo
To tentando aumentar meu limite a um tempão e não consigo. e faço tudo isso. Me ajuda ai Nubank ??,negativo
Meu salário dobrou e meu limite nada T.T,negativo
Qual maior limite já disponibilizado por vocês ?,neutro
Concentro meus gastos onde tenho retorno. Como no Banco Inter. limite 3x maior,negativo
Já perdi as esperanças de ter esse cartão na mão. conheci tanta gente que já teve o nome sujo e conseguiu fazer. agora eu que tenho o nome sempre limpo não consigo.,negativo
Quero tirar meu cartão de crédito  e não tô conseguindo ??,neutro
Obrigado @nubank amo vocês por conta disso! Jamais aumentem meu limite kkkk,positivo
@patiii_rodriguess,neutro
Como faço pra ter um ?,neutro
Não estou conseguindo pedir u  aumento. Sempre pago tudo certinho e mesmo assim nada desse aumento ser aprovado. O que devo fazer? @nubank,neutro
Então vocês têm que analizar melhor cada cliente. pois a minha renda não é compatível com meu salário. ,negativo
Meu noivo ganha mil vezes melhor que eu. e já faz um ano  que tem 50.00 reias de limite. uma vergonha Roxinho.,negativo
Essa história de limite é igual discutir sobre futebol. política e religião. nunca regula. nunca é igual e cada um tem uma preferência. uns dizem que o nubank é o que menos deu limite e tal. tenho 3 cartões e o limite mais alto é do Nubank. nunca vai ser igual pra todos ..,neutro
Comecei com 300 de limite agora to próximo de 4mil. Nem pretendendo usar isso. Mas se precisar ta lá ????,neutro
Bela desculpa ??????,negativo
Comecem acabando com essa frescura de negar a função crédito! ??,negativo
Se eu fizer o pedido de cartão de debíto. eu consigo ? JÁ tenho o de crédito,neutro
A @nubank foi incrível quando solicitei com urgência um limite para comprar uma passagem aérea ... gratidão ????,positivo
Eu já solicitei varias vezes e nada de aumento ??,negativo
Eu também. Tenho fé,neutro
8 meses de Nu e meu limite não sai do mesmo! #triste,negativo
Amo vocês! Atendimento sempre impecável. Agora só falta pontuar para milhas ( e ser melhor que nos outros !) daí vcs quebram o resto da turma ! Eu torço pra vcs! ??,positivo
Eu queria só que aumentasse mais um pouco. para esquecer os outros bancos,neutro
DO NADA meu limite foi la em cima socorro DE ONDE VEIO ISSO,neutro
Graças a Deus não tenho nada a reclamar. meu limite aumentou de uma forma gigantesca e estou 100% satisfeita com meu roxinho ???? @nubank,positivo
Minha pontuação no serasa:900. depois de 2 pedidos de aumento de limite aumentaram ??,positivo
@nubank aumento meu limite. pena que ainda é pouco hahaha. mesmo assim gasto quase 2 mil por mês. e nunca dá atraso nas minhas contas! Vamos que vamos. @nubank! ????????,neutro
Toda vez que eu peço. não aprovam... mas quando eu menos espero. recebo aumento no limite! ??,positivo
O algoritmo de análise de crédito do @nubank é o seguinte. para aumentar o meu limite eu tenho que usar 100% do meu limite. Ou seja aí a minha fatura vai vir muito alta. Então é melhor eu comprar avista e pedir desconto que sai mais barato.,negativo
Realmente é difícil aceitar o limite no limite de crédito que vem nesse cartão. o meu veio com 400.00 não dá pra nada!!!! Tenho cartões com 15 mil. 10 mil e o menor é 5 mil.... não dá pra trocar né?! Fica a dica para repensarem nesses limites.,negativo
@maiara.pmartins aii,neutro
O que eu pedi a Nu me deu ?????? Vocês são top @nubank parabéns por desburocratizar,positivo
@fabpacheco ???,neutro
Nubank o banco do LIMITE. Ninguém que usa consegue aumentar. Uso direto e nada. minha esposa não usa e tem limite 4x maior que o meu.,negativo
Se me aceitar no crédito já é um ótimo passo,neutro
@paulohaffonso,neutro
Se eu falar do meu limite vocês não iram acreditar 20R$ da pra que @nubank ??? Te Amo Meu Roxinho!,negativo
Comecei a usar o roxinho em setembro de 2018 com limite de 300 reais.  Depois de poucos meses aumentou pra 1mil. depois 1.700.00 e agora estou com 2.300.00! ?? A verdade é que nem preciso de tudo isso. porém é bom saber que dá pra usar. caso eu tenha alguma emergência. ??,neutro
Poderia lançar o cartão Nubank Black para usuários com limite acima de 10mil reais. seria muito top!,neutro
Um banco digital muito bom com inúmeras praticidades. Porém. migrei para outros bancos físicos por conta do limite BEM melhor doque o de vocês. Mais de 2 anos sem aumento de limite sendo q meu nome nunca constou no Serasa e se quer atrasei alguma fatura.,negativo
Quando começei meu limite era baixo faz mais de um ano que tenho esse cartão hoje meu limite é muito top Cartão nubank o melhor,positivo
Nubank. separa os rendimentos e a incidência de impostos da nuconta e do cofrinho,neutro
Eu quero,neutro
O meu faz tempo que nao sai de 950 eu queria que fosse perto do limite dos que tenho que pago taxas que iria exclui lós e ficar só usando o roxinho mas toda vez que tento não dá ... Se olharem limites dos meus outros cartão como prova aumentariam,negativo
Quem quiser convite para digio ou pag deixa imail,neutro
Adoro o meu roxinho ??,positivo
??,positivo
O meu ja almentou varias vezes! ????????????,neutro
Não quero que aumente meu limite. quero que libere o cartão de crédito para alguns amigos pra eles pararem de usar o meu.,neutro
Melhor cartão que existe!??,positivo
Minha amiga  tem um cartão desse e eles aumentam sem nem ela pedir vai entender,neutro
????????????????????????????,positivo
Nubank aceita eu,neutro
O que mata é o limite. :(,negativo
Vocês são top ??????????amo meu roxinho ??,positivo
Meu roxinho começou com 300.00 de limite. de tanto usar. hoje o limite passa dos 2 mil! Hahahaha Valeu @nubank ??,positivo
Um banco que cuida de mim ????????????????,positivo
Uso menos de 30% do limite que vcs me deram ??????,positivo
Pois é quando vai ser mesmo?!!,neutro
@felipe__rodrigues1 ?????????? ler,neutro
@luiz_fernando_gss,neutro
@nubank libera um crédito pra mim poxa,neutro
Limite de 50 reias n tem como endividar não kkkkk,negativo
Faço tudo isso e até hoje nada de aumentar. não saio de 500reais,negativo
Assim como consegui o meu de Crédito depois de muito tempo creio q possa aumentar tbm..,neutro
Eu pago todas as minhas contas antes do vencimento. coloco meu cpf nas compras q eu realizo e meu score não aumenta. nunca sair dos 400 e pouco. logo não sou aceito pra ter a função crédito nubank.,negativo
Eu Amo o Nubank. meu limite sempre aumenta. ????,positivo
Eu encho o saco mesmo pedido aumento ??  quero comprar algo de maior valor e tenho que usar outro cartão pq o nu não passa. EU QUERO USAR SO O NUBANK MAS VCS NAO COLABORAM,negativo
Eu acabo deixando de fazer muitas comprar com o cartão devido a meu limite. at,neutro
Estou satisfeito com o meu. fui aprovado apenas com 400R$ ... questão de 4 meses já foi para 1150  se continuar assim ????,positivo
BB tenho 2100 limite e no Nubank nada. qual a explicação?,negativo
@eva.gomes.7106  aí ????,neutro
Por conta dessa besteira conheço gente que tem boas condições e um limite mixuruca. sendo que era para conseguirem um limite estratosférico. Outros cartões deram 10x o limite inicial depois de pouco tempo. enquanto o Nubank não muda a mais de ano. Única coisa em que pecam é nisso mesmo.,negativo
Nubank passou a ser meu porto seguro??,positivo
Conta outra tenho outros cartões com limites de 3 mil e nunca atrasei não sei qual projeção estão usando só seu q não é real. ??,negativo
O meu limite foi aumentando de acordo com o meu uso. Amo meu roxinho ??,positivo
Antes de reclamar com o Nubank. vejam se seu score está bom no site do Serasa.,neutro
Eu sempre paguei em dia a fatura do meu NU e sempre pedia aumento. e nada de aumentar.... Até descobrir uma pendência no meu nome. pq tinha feito uma  divida pra outra pessoa.  resolvi a pendência e não  pedi mais aumento do NU. um belo dia chega o e-mail com aumento de limite ????,neutro
Olhai viu como eu smp te digo @gil_ataide ??,neutro
Sempre recebi aumento de limite sem nem pedir,positivo
Eu comprava somente com o Nubank. Fiz a solicitação de um novo cartão. e não me.foi enviado nenhum brinde. Solicito aumento de limite e demoram o retorno. Parei de usar o cartão.,negativo
Poderiam aumentar limite sem essas dificuldades. pois pago antecipadamente tbm. Meu limite só aumentou umas 2 vezes e não foi o suficiente.... Chato isso.,negativo
queria mto ter um meu ????????,neutro
Satisfeito com meu limite. apesar de estar com uma pendencia em um banco por motivos jurídicos e meu nome foi levado ao SPC. o nubank aumentou meu limite no último mês pois viram que eu concentro todos meus gastos e nunca atrasei uma fatura.,positivo
Eu tinha esse problema. hoje não tenho mais ??????,neutro
@magno.carlos2011,neutro
3 anos e nunca tive aumento.... Uso muito...tenho o rewards.... E nada... Sempre negado...!!!,negativo
O meu começou baixo. porém aguardei cm paciência paguei sempre certinho as parcelas e hj estou satisfeita.. esse roxinho é só amor ????,positivo
Mais de 1 ano com 500 reais de limite. pago fatura adiantado pra poder usar mais vezes o cartão. não aumentaram o meu limite uma vez sequer desde que peguei o cartão,negativo
Não tenho o quê reclamar! Só agradecer a toda equipe!??,positivo
Eu #souNu a mais de cinco anos. e só este ano que me deram 150 de aumento. #nãoachojusto uso e pago todo mês ??,negativo
Eu gostaria muito de  ganhar aumento no meu cartão Nubank ??,neutro
50 reais é um limite medíocre? pode ser que sim! mas pra mim. que dependo financeiramente dos outros. tá ótimo.,neutro
????,positivo
Uso o nubank ha 4 anos e nunca aumentaram meu limite :( :( :(,negativo
Me deram R$50 de limite. Tá de sacanagem? HAUHAUHAUAHAUHAU,negativo
@alinemar.tins tem 1 ano que seu limite e o mesmo. e olha que seu score e bem alto.,neutro
@zaqueupimentel,neutro
Estarei torcendo de que ganharei o aumento,neutro
@nathalia.nnga,neutro
Faz 2 anos que peço para aumentar o meu limite. Uso o cartão do @itaucard para compras principais devido ao limite. O meu cartão nubank só serve para compras corriqueiras.,negativo
Pago fatura sempre com antecedência. todos os meses e mais de um ano e nunca consegui um aumento. Poxa @nubank ??,negativo
Não se consegue mais fazer o cartão como antes fazia! Fácil !,neutro
Estou sastifeito com o aumento do meu limite gosto de gastar no controle pra mim não endividar obg nu??eu te amo ??qualquer dias desse pago um açaí com meu nubank,positivo
Deixei de usar com frequência justamente por ter o limite baixo e o outro cartão ter 4x mais. ???????,negativo
por isso que o meu roxinho é só utilizado para emergências de 3o grau,neutro
@meunubank vamos ajudar a economia do Brasil. aumenta meu limite!!!????,neutro
Melhor cartão ??????,positivo
Não tenho o que reclamar de nada ?? Cartão.App Nuconta.. ainda não pude fazer o meu cartão de crédito apenas debito mais uso cartão de crédito da minha mãe e e maravilhoso amor meu Nubank ??,positivo
Deveriam buscar informações com o próprio usuário. como por exemplo valor de crédito em outro cartão de crédito. muitas vezes os mais jovens tendem a ter um limite menor. por não ter pontuação no Serasa ???? Aceita minhas provas NuBank! ??,neutro
Eu preciso usar outros cartões de outros bancos em razão do meu limite baixo ??,negativo
Até entendo. @nubank. mas levando em consideração o tanto de pessoas reclamando pelo mesmo motivo. acredito que o problema é a nubank mesmo. não aumenta o limite das pessoas. Meu esposo com 4 anos de nubank. o limite estava ainda em R$ 2300. fiz um cartão do Santander.  com 2 anos ele já está com R$ 4040 de limite. sem contar que de seis em seis meses aumenta.,negativo
